ID,y
426,0.18497938493288904
492,0.1963687294246556
38,0.15671061701758895
46,0.15671061701758895
78,0.15671061701758895
205,0.15671061701758895
223,0.15508046000529843
284,0.15671061701758895
373,0.15671061701758895
483,0.15508046000529843
495,0.15671061701758895
512,0.15671061701758895
565,0.3496213082332336
589,0.15671061701758895
615,0.15508046000529843
677,0.15671061701758895
838,0.15671061701758895
568,0.34023458613186197
123,0.3832225285529058
253,0.3566740215951205
448,0.5479013212781562
695,0.3566740215951205
543,0.16727494910764068
279,0.1561755765409501
343,0.237863434573218
347,0.6947696819196674
419,0.24436596660428395
636,0.7274741927188657
659,0.21369179390563817
667,0.21369179390563817
809,0.20444465119923258
523,0.19100065515467526
694,0.20917117144121555
876,0.5663919543399011
194,0.6700721017181311
237,0.20136531423596457
250,0.19203865354578903
313,1.0
317,0.7090247310826201
398,0.19388287244045965
433,0.7046844576849874
531,1.0
546,0.2274037469275629
729,0.21502509639484874
881,1.0
56,0.393143759661305
648,0.24665382095145358
359,0.6631866288164494
102,0.1548989509261227
295,0.1548989509261227
385,0.1548989509261227
520,0.19111065732478275
562,0.15328421393192648
567,0.1548989509261227
647,0.1548989509261227
657,0.1548989509261227
878,0.1548989509261227
142,0.49142865507339306
197,0.24274529504850523
215,0.24274529504850523
265,0.6570057129480543
429,0.24274529504850523
502,0.6200242651742695
891,0.2444653176480913
440,0.26481261386418053
459,0.6947696819196674
517,0.7274741927188657
571,0.19501019084315233
620,0.237863434573218
673,0.19501019084315233
884,0.237863434573218
672,0.39020213749909816
713,0.4071321044572145
61,0.20917117144121555
353,0.48268072682725754
368,0.539124043088428
532,0.19100065515467526
763,0.20266854512441554
781,0.5663919543399011
19,0.402393010757023
727,0.6620665870007029
613,0.6095275907305825
682,0.570281420741089
684,0.0
168,0.17663183140838024
635,0.16727494910764068
643,0.1676773168567269
820,0.1385033547939658
31,0.3306514813810085
141,0.5790839079423924
256,0.5790839079423924
853,0.6551890124851496
159,0.22483614778895344
286,0.19756680470972787
501,0.19554003784198484
726,0.19554003784198484
656,0.28282640090112915
241,0.5429692881205099
363,0.3267726599213656
644,0.33997153004709785
839,0.36455830656595273
201,0.23069519136452385
28,0.363925630034006
15,0.4892426291948485
176,0.0
705,0.22244465795190055
772,0.16975327045408253
834,0.1996617102654616
789,0.7079337092446288
751,1.0
76,0.19728649909945628
716,0.19106407568437786
163,0.22244465795190055
232,0.23829207933689547
268,0.1996617102654616
380,0.19338242026076108
765,0.19338242026076108
769,0.22792602471023196
496,0.2942991707010727
300,1.0
40,0.44184264148336555
211,0.20272061723252213
785,0.20272061723252213
248,1.0
539,0.2118652436655925
761,0.2118652436655925
588,0.2885657380679855
655,0.6166413446710817
396,0.21490342122259284
51,0.14349662809053085
267,0.0
639,0.17663183140838024
687,0.0
357,1.0
414,0.1697297118027032
598,0.16390309803084913
675,0.1697297118027032
816,0.22369583140966884
823,0.23298112724936995
32,1.0
252,0.4110745757692579
86,0.29744031542842886
143,0.5053955525121808
271,0.4996086871020845
413,1.0
649,0.17991352041208805
441,1.0
536,1.0
610,1.0
488,0.27363168922566267
840,0.4996086871020845
628,1.0
485,0.450454143116997
709,1.0
506,0.4545623483633335
524,1.0
302,0.22544274801040717
320,1.0
490,0.6861431398167505
203,0.15228740062774918
35,0.41990701804268193
216,1.0
11,0.663386177527133
157,0.6106451346285212
391,0.422792622269199
645,0.7239893771214648
299,0.36487954311999904
633,0.3759177119905683
145,0.21086372457577554
146,0.0
307,1.0
767,0.4022786097834864
381,1.0
701,1.0
263,0.5317325394845965
497,1.0
581,1.0
741,0.36487954311999904
888,1.0
351,0.19645488126057292
597,1.0
849,0.0
632,0.14327601427799114
280,0.35091708954165457
80,0.4326231799911065
818,0.4296288219618326
311,1.0
319,1.0
797,0.7198175769477421
9,0.560879116722147
173,0.6606505131602405
309,0.40677729314776084
2,1.0
6,0.21815682212949264
41,0.3006886699344046
55,0.22571918718990383
63,0.40797355026811566
231,1.0
98,0.32473324762369066
104,0.15930849878178843
114,0.38591936272933824
403,0.38591936272933824
151,0.19801032034467117
182,0.3234257163871306
240,0.24839685937692968
294,0.47625033081329027
312,1.0
743,1.0
318,0.18730613424287162
332,0.19316708034801475
379,0.2025529928967355
390,0.7766561828766969
400,0.7727732522706634
475,0.47625033081329027
478,0.17991352041208805
484,0.30637868789797756
504,0.3561755132508267
514,1.0
728,0.5945218354375125
779,0.18471692076089297
770,0.20819723689888933
804,0.7665839779811308
819,0.14327601427799114
